x,y
1701,1736
1701,1737
1702,1737
1702,1739
1703,1739
1703,1741
1704,1741
1704,1742
1705,1742
1705,1743
1706,1743
1706,1744
1707,1744
1707,1745
1708,1745
1708,1746
1709,1746
1709,1747
1710,1747
1710,1748
1712,1748
1712,1749
1713,1749
1713,1750
1714,1750
1714,1751
1715,1751
1715,1752
1717,1752
1717,1753
1718,1753
1718,1754
1719,1754
1719,1756
1720,1756
1720,1757
1721,1757
1721,1758
1722,1758
1722,1760
1723,1760
1723,1761
1724,1761
1724,1762
1725,1762
1725,1763
1726,1763
1726,1765
1727,1765
1727,1766
1728,1766
1728,1767
1730,1767
1730,1768
1731,1768
1731,1769
1733,1769
1733,1770
1735,1770
1735,1771
1737,1771
1737,1772
1740,1772
1740,1773
1742,1773
1742,1777
1741,1777
1741,1781
1740,1781
1740,1787
1739,1787
1739,1795
1738,1795
1738,1804
1737,1804
1737,1812
1736,1812
1736,1815
1735,1815
1735,1817
1734,1817
1734,1819
1733,1819
1733,1821
1732,1821
1732,1824
1731,1824
1731,1827
1730,1827
1730,1839
1729,1839
1729,1840
1728,1840
1728,1841
1722,1841
1722,1842
1719,1842
1719,1843
1717,1843
1717,1844
1715,1844
1715,1845
1714,1845
1714,1846
1712,1846
1712,1847
1711,1847
1711,1848
1710,1848
1710,1849
1709,1849
1709,1850
1708,1850
1708,1851
1707,1851
1707,1852
1706,1852
1706,1853
1705,1853
1705,1854
1704,1854
1704,1856
1703,1856
1703,1857
1702,1857
1702,1859
1701,1859
1701,1861
1700,1861
1700,1863
1699,1863
1699,1867
1698,1867
1698,1873
1697,1873
1697,1878
1698,1878
1698,1882
1699,1882
1699,1885
1700,1885
1700,1886
1701,1886
1701,1888
1702,1888
1702,1889
1703,1889
1703,1891
1704,1891
1704,1892
1706,1892
1706,1893
1707,1893
1707,1894
1708,1894
1708,1895
1711,1895
1711,1896
1713,1896
1713,1897
1716,1897
1716,1898
1726,1898
1726,1897
1728,1897
1728,1898
1730,1898
1730,1900
1731,1900
1731,1902
1732,1902
1732,1905
1730,1905
1730,1906
1725,1906
1725,1907
1723,1907
1723,1908
1720,1908
1720,1909
1719,1909
1719,1910
1717,1910
1717,1911
1715,1911
1715,1912
1714,1912
1714,1913
1713,1913
1713,1915
1712,1915
1712,1916
1711,1916
1711,1917
1710,1917
1710,1919
1709,1919
1709,1921
1708,1921
1708,1922
1707,1922
1707,1925
1706,1925
1706,1928
1705,1928
1705,1937
1706,1937
1706,1941
1707,1941
1707,1943
1708,1943
1708,1944
1709,1944
1709,1946
1710,1946
1710,1947
1711,1947
1711,1948
1713,1948
